year,X4,X6,X8,X9,X11,X12,X13,X15,X16
2014,-1.158,-1.521,0.1324,1.068,0.0,-1.19,0.18,-6.089,1.068
2015,-0.774,-1.157,0.0208,1.108,0.0,-0.908,0.538,-7.246,1.108
2016,-0.388,-0.555,0.1837,0.557,0.0,-0.532,0.297,-7.801,0.557
2017,-0.184,-0.214,0.4622,0.636,0.0,-0.287,0.284,-8.208,0.636
2009,9.267,6.447,63.0,47.264,0.0,8.859,10.842,7.421,47.264
2010,13.892,9.927,69.0207,47.535,0.0,13.439,15.808,17.837,47.535
2011,17.803,12.793,16.944,63.601,0.0,17.188,20.105,31.697,63.601
2012,16.787,11.835,17.1732,79.043,0.0,15.887,19.502,43.817,79.043
2013,14.149,9.699,29.975,72.263,0.0,13.043,16.876,55.119,72.263
2010,5.494,4.54,26.73,19.937,0.0,5.129,8.173,11.312,19.937
2011,4.063,3.103,6.4752,21.921,0.0,3.612,8.561,15.527,21.921
2012,4.939,3.206,8.9166,21.67,0.0,4.387,8.896,19.114,21.67
2013,4.126,1.996,18.1118,17.167,0.0,3.506,7.285,22.093,17.167
2014,-1.075,0.999,15.8586,12.443,0.0,-1.716,4.242,22.525,12.443
2015,-6.467,-10.223,14.0102,3.046,0.0,-7.086,0.85,-13.389,3.046
2016,-7.852,-10.122,25.9695,13.077,0.0,-9.084,-2.339,-23.761,13.077
2017,-3.73,-5.136,30.3583,0.938,0.0,-5.058,0.609,-28.127,0.938
2018,-5.15,-8.91,20.1842,0.559,0.0,-5.978,-5.15,-37.553,0.559
2015,-7.51,-10.398,43.2241,0.002,0.0,-8.077,-0.005,-25.23,0.002
2012,-7.159,-7.422,12.5096,0.189,0.089,-7.16,0.061,-19.291,0.189
2013,-8.637,-9.406,59.3833,0.468,0.0,-8.786,0.427,-28.697,0.468
2014,-6.405,-6.834,20.1045,0.952,0.0,-6.468,0.63,-35.641,0.952
2015,-4.321,-4.791,15.3056,0.654,0.0,-4.4,0.429,-40.492,0.654
2016,-5.425,-6.526,12.7792,0.456,0.0,-5.507,0.356,-47.017,0.456
2017,-7.675,-7.747,7.0124,0.655,0.0,-7.747,0.579,-54.765,0.655
2018,-7.08,-10.086,8.7244,1.412,0.0,-7.228,1.144,-63.109,1.412
2015,-34.958,-35.22,185.6186,3.185,0.0,-35.243,-34.958,-352.031,3.185
2016,-56.911,-55.523,29.8352,0.145,0.0,-57.177,-56.911,-407.554,0.145
2011,-1.084,-2.796,18.374,8.325,0.979,-1.329,1.068,-20.435,8.325
2012,-9.418,-11.174,30.0328,3.723,3.35,-9.59,-0.21,-21.44,3.723
2013,-11.18,-24.596,8.4611,5.22,0.009,-11.387,0.332,-46.035,5.22
2014,-6.444,-28.941,7.6196,1.46,0.468,-6.684,0.391,-74.836,1.46
2015,-3.725,0.1,1.2144,2.09,0.07,-3.937,-0.862,-74.878,2.09
2016,-2.307,-26.578,0.3755,0.446,0.0,-2.457,-0.255,-101.455,0.446
2010,-2.346,-18.553,654.2328,287.043,0.0,-13.541,123.185,-411.604,287.043
2011,6.647,-52.55,309.4278,344.669,0.0,-19.428,156.925,-464.087,344.669
2012,-1.314,-28.326,376.0333,330.218,0.0,-27.623,153.677,-492.379,330.218
2013,10.289,-17.265,484.169,382.618,0.0,-18.453,189.608,-509.586,382.618
2014,7.44,-20.814,517.3126,401.227,0.0,-20.384,195.405,-530.51,401.227
2015,2.685,-26.333,389.6358,407.463,0.0,-26.138,209.044,-557.118,407.463
2016,-18.144,-27.402,380.3184,458.787,0.0,-32.268,213.641,-584.981,458.787
2017,-66.316,-83.032,306.4786,510.367,0.0,-77.307,183.881,-667.526,510.367
2009,1082.4,248.8,2463.024,3257.4,41.5,676.2,1620.4,-295.5,3257.4
2010,741.2,-782.5,2530.9002,2416.7,50.9,399.6,1232.4,-1090.8,2416.7
2011,357.0,13.1,1423.93,2202.1,66.2,104.1,778.6,-1077.3,2202.1
2012,358.7,1048.4,2268.126,2191.7,56.3,181.8,738.6,-482.1,2191.7
2013,417.9,92.4,3692.304,2319.9,56.2,243.9,732.7,-384.0,2319.9
2014,423.0,125.6,3596.643,2527.2,397.6,222.7,730.3,-271.9,2527.2
2012,-8.729,-9.607,25.0596,9.966,0.0,-11.271,3.582,-34.066,9.966
2013,-22.614,-25.473,163.7603,10.306,0.0,-25.359,3.139,-64.328,10.306
2014,-24.14,-30.647,101.7997,12.471,0.0,-28.328,0.483,-94.879,12.471
2010,18.266,17.313,188.309,44.502,0.0,18.197,20.992,30.44,44.502
2011,19.904,18.72,60.8175,53.326,0.0,19.82,21.933,51.879,53.326
2012,5.61,5.176,11.713,17.677,0.0,5.521,8.176,57.919,17.677
2013,22.367,20.792,346.4345,63.565,11.407,22.278,26.369,81.345,63.565
2014,35.399,32.445,229.3045,116.749,6.499,35.313,38.897,113.425,116.749
2015,33.524,31.428,76.7472,75.921,15.731,33.44,36.746,139.666,75.921
2016,6.294,5.019,106.318,38.474,99.843,6.219,9.879,25.111,38.474
2017,8.187,6.329,59.894,57.455,98.797,8.12,11.932,31.991,57.455
2018,12.309,5.243,55.4115,64.239,66.885,12.223,15.683,31.725,64.239
2010,454.648,130.05,5224.4162,1540.079,1872.914,271.506,630.637,-525.096,1540.079
2011,497.589,6.474,4637.2374,1826.945,1821.969,311.641,704.476,-514.388,1826.945
2012,517.085,177.481,5781.7973,1913.91,1811.777,317.62,711.051,-355.774,1913.91
2013,547.577,188.125,6667.4708,1980.732,1715.866,362.301,768.672,-220.899,1980.732
2014,616.218,283.749,8873.904,2409.803,2695.857,403.71,904.201,55.485,2409.803
2015,734.986,347.696,7848.5779,2974.961,3338.897,452.303,1109.113,365.257,2974.961
2016,808.178,262.434,6655.776,3202.288,3258.951,499.777,1224.93,602.774,3202.288
2017,848.328,408.357,8758.2607,3306.733,3254.549,577.957,1274.746,968.448,3306.733
2018,914.559,598.995,7360.3963,3521.627,3250.38,669.219,1360.778,1314.458,3521.627
2013,-4.911,-9.133,20.5927,0.002,0.0,-4.916,-0.2,-55.76,0.002
2014,-8.887,-20.453,42.9024,0.189,0.0,-8.902,-0.257,-76.105,0.189
2015,-16.639,-18.188,73.0049,0.21,0.0,-16.654,-0.109,-94.33,0.21
2016,-24.736,-24.644,61.861,0.224,0.0,-24.762,-0.143,-119.083,0.224
2017,-32.887,-33.01,35.8498,0.329,0.0,-32.924,0.214,-152.077,0.329
2018,-26.79,-26.83,140.3094,0.43,6.125,-26.864,0.033,-178.891,0.43
2012,-2.33,-7.339,6.0367,4.08,0.0,-2.879,2.78,-31.826,4.08
2013,-4.739,-16.759,30.8448,4.094,0.0,-5.01,2.972,-48.477,4.094
2014,-6.502,-10.441,27.0701,4.0,0.0,-6.918,2.933,-58.925,4.0
2015,-5.829,-6.133,22.7425,4.619,0.0,-6.191,3.427,-65.058,4.619
2016,-4.801,-9.514,30.9307,8.433,0.361,-5.51,6.336,-74.605,8.433
2017,-5.392,-5.946,44.43,8.592,0.181,-5.778,5.799,-80.584,8.592
2018,-4.219,-7.216,54.5076,11.557,0.194,-4.705,7.625,-87.729,11.557
2010,4.569,2.884,187.23,44.597,0.0,3.036,33.504,-62.768,44.597
2011,4.014,13.703,315.0071,57.969,0.0,1.367,44.607,-49.065,57.969
2012,6.702,1.222,552.0805,77.106,0.0,1.784,58.217,-47.843,77.106
2013,9.823,1.051,1050.8076,104.391,0.0,2.062,77.503,-46.792,104.391
2014,13.305,2.704,925.8439,127.947,0.0,4.735,93.67,-45.558,127.947
2015,16.595,4.639,1174.192,158.518,0.0,7.023,114.74,-43.097,158.518
2016,19.0,5.71,1193.7911,193.295,0.0,7.664,135.547,-37.065,193.295
2017,20.21,-2.44,832.2009,220.566,0.0,8.428,154.149,-19.245,220.566
2018,39.417,23.872,1428.9635,248.24,0.0,26.731,175.085,12.043,248.24
2011,-2.222,-2.324,81.1135,0.001,0.0,-2.223,-0.709,-2.323,0.001
2012,-1.976,-2.036,21.9268,2.168,0.0,-2.06,-0.366,-4.359,2.168
2013,-2.205,-9.239,42.7943,6.373,0.0,-2.319,0.804,-13.597,6.373
2017,-123.038,-341.01,190.8837,511.644,73.952,-315.969,-58.885,-747.285,511.644
2010,123.725,-132.297,1127.3648,1630.334,348.431,52.843,210.962,-169.074,1630.334
2011,91.307,2.377,1089.8031,1479.51,83.277,40.118,168.322,-181.687,1479.51
2012,65.994,22.1,1640.9692,1237.497,206.062,17.784,137.912,-146.973,1237.497
2013,108.334,48.102,2773.8405,1427.016,615.088,41.925,183.331,-100.426,1427.016
2014,152.863,29.24,2997.3285,2122.579,767.092,54.466,240.708,-95.473,2122.579
2015,157.13,30.32,1267.8775,1455.094,1074.597,56.248,251.102,-96.574,1455.094
2016,164.854,2.095,2759.6333,1332.164,1050.918,66.05,246.634,-109.831,1332.164
2017,189.884,-17.15,2376.2568,2081.917,2853.095,31.463,281.277,-104.507,2081.917
2018,303.83,-26.749,1090.6043,2503.262,2278.834,94.576,395.398,-125.218,2503.262
2016,-1694.479,-2343.309,538.2774,16.805,2479.349,-2137.012,-52.769,-5065.357,16.805
2010,-0.623,-1.804,58.95,0.251,1.16,-0.65,0.124,-2.306,0.251
2011,-0.99,-2.962,4.7587,0.705,0.775,-1.303,0.409,-5.269,0.705
2014,0.005,-0.006,0.2741,0.027,0.008,0.002,0.022,-10.757,0.027
2010,-55.076,-58.789,520.5305,44.682,17.636,-56.426,-55.076,-236.534,44.682
2011,35.601,30.648,743.9688,164.849,15.619,33.947,35.601,-206.033,164.849
2012,-106.494,-114.394,352.429,19.286,19.228,-109.004,-106.494,-320.279,19.286
2013,-92.112,-107.029,94.8105,1.293,8.822,-95.887,-92.112,-427.291,1.293
2014,-32.501,-52.739,43.9332,18.123,8.93,-38.72,-32.501,-480.028,18.123
2015,1.499,-15.001,73.3093,19.024,7.418,-8.068,1.499,-495.032,19.024
2016,-29.363,-26.887,40.966,2.515,11.879,-29.393,-29.363,-521.91,2.515
2017,-26.738,-65.025,330.1268,7.579,18.477,-26.738,-26.738,-586.973,7.579
2018,-26.024,-5.329,202.376,5.409,15.779,-26.024,-26.024,-595.008,5.409
2011,-3.956,-1.14,50.8422,0.062,0.0,-4.089,-3.956,-13.651,0.062
2013,-16.664,-24.137,96.4063,0.467,0.129,-19.347,-0.137,-45.909,0.467
2014,-10.207,-22.698,31.88,2.792,0.019,-13.197,1.585,-68.738,2.792
2015,-10.385,-8.635,10.709,3.958,0.005,-11.32,2.031,-73.373,3.958
2016,-6.351,-7.699,11.0656,3.327,0.0,-7.213,1.376,-81.071,3.327
2017,-6.711,-75.363,24.858,2.5,3.2,-7.123,1.458,-156.435,2.5
2018,-11.32,-3.421,44.923,2.687,0.299,-11.611,1.194,-159.856,2.687
2010,-1.103,-36.606,251.932,85.004,0.0,-1.718,55.241,-195.25,85.004
2011,-16.982,-26.694,72.9978,90.471,0.0,-17.706,58.309,-222.114,90.471
2012,-24.49,-31.088,48.9296,97.51,6.499,-25.68,63.175,-253.303,97.51
2013,-8.36,-12.366,98.8714,105.747,2.797,-9.911,69.79,-265.924,105.747
2014,-16.84,-20.879,90.616,90.891,0.0,-18.393,57.343,-286.938,90.891
2010,-3.574,-11.147,560.7652,291.689,0.0,-10.278,133.034,-16.124,291.689
2011,10.645,-10.184,176.4514,375.241,0.0,0.371,187.102,-26.596,375.241
2012,14.099,-0.232,363.4681,455.354,0.0,0.347,228.724,-28.687,455.354
2013,26.16,-2.483,359.1719,514.07,0.0,11.064,258.381,-33.566,514.07
2014,-22.67,-45.01,100.6854,474.921,1.103,-40.064,222.874,-79.156,474.921
2015,-5.829,-61.515,48.9044,382.597,21.678,-25.51,169.923,-142.384,382.597
2009,14.489,8.662,49.2845,250.451,0.0,13.241,16.838,19.704,250.451
2010,27.809,18.164,173.5306,523.007,0.0,26.5,32.368,40.122,523.007
2011,38.734,26.192,60.542,788.969,0.0,37.361,43.471,71.221,788.969
2012,46.44,32.67,62.6992,915.733,0.0,45.026,52.169,103.829,915.733
2013,46.323,28.34,109.121,1189.916,29.004,44.878,52.605,137.989,1189.916
2014,67.055,47.332,58.708,1107.559,3.672,65.616,77.549,178.713,1107.559
2015,30.891,21.562,47.8239,1000.161,30.809,29.491,39.599,185.53,1000.161
2016,135.358,92.91,85.1645,1420.625,1685.547,133.943,147.584,202.193,1420.625
2017,187.644,26.193,133.5503,2009.733,1357.253,185.995,201.121,309.789,2009.733
2018,253.876,49.547,52.2301,2475.666,888.805,252.149,265.461,413.976,2475.666
2012,-2.712,-5.878,76.9488,5.058,6.534,-3.129,4.919,-65.666,5.058
2013,-7.049,-7.086,84.8787,3.931,4.084,-7.475,2.936,-72.753,3.931
2014,-9.316,-4.525,62.1563,3.604,7.691,-9.66,2.021,-77.277,3.604
2015,-7.51,-8.449,34.6243,4.594,3.888,-7.722,2.818,-85.727,4.594
2016,-6.874,-8.07,12.3148,5.749,4.491,-7.03,3.262,-93.869,5.749
2017,-6.22,-7.167,29.4085,7.38,2.917,-6.336,4.597,-101.036,7.38
2018,-5.139,-6.163,17.2983,7.353,3.48,-5.248,5.029,-107.2,7.353
2010,72.51,41.41,353.5546,171.162,0.0,68.41,145.781,39.308,171.162
2011,76.303,42.574,741.5218,210.491,0.0,68.594,177.48,73.36,210.491
2012,54.985,32.408,253.4939,218.507,0.0,46.33,179.821,97.621,218.507
2013,16.55,13.067,205.7587,191.8,0.0,7.25,131.987,96.231,191.8
2014,-22.815,-29.524,224.5388,150.313,0.0,-30.415,97.072,63.087,150.313
2015,-31.089,-23.063,326.3229,160.239,0.0,-37.186,87.552,35.736,160.239
2016,-29.05,-35.321,217.8108,183.346,0.0,-36.25,89.749,-0.133,183.346
2017,-38.089,-47.262,355.9626,169.584,0.0,-40.889,80.049,-47.562,169.584
2018,-83.109,-89.118,251.2776,106.18,0.0,-86.718,47.559,-136.894,106.18
2010,29.097,10.095,150.2218,114.299,44.2,24.798,89.587,2.26,114.299
2011,16.107,1.229,71.3108,108.103,36.2,11.749,79.765,3.517,108.103
2012,13.199,-18.45,12.3805,97.318,31.2,9.36,73.189,-14.975,97.318
2013,2.091,-9.53,1.7105,64.953,0.0,-1.082,48.34,-24.528,64.953
2013,-4.29,-10.146,37.536,2.389,0.187,-4.668,0.719,-36.293,2.389
2014,-4.659,-7.869,49.2462,3.032,1.089,-5.01,0.919,-44.161,3.032
2015,-10.716,-13.428,122.1079,2.75,1.228,-11.383,0.798,-57.589,2.75
2016,-16.387,-19.25,133.0692,2.127,0.0,-17.444,-0.93,-76.839,2.127
2017,-17.018,-19.634,151.725,5.538,0.0,-18.231,-0.49,-96.472,5.538
2018,-20.308,-21.876,132.7175,8.094,0.0,-21.935,1.867,-118.266,8.094
2010,-20.308,-23.863,87.7378,8.032,0.0,-20.694,-20.308,-77.142,8.032
2011,-19.334,-18.25,204.9476,41.011,0.0,-19.831,-19.334,-95.385,41.011
2012,-56.573,-53.928,194.3596,27.185,0.0,-57.233,-56.573,-149.311,27.185
2010,4.318,2.946,87.1312,47.236,0.017,3.551,12.366,7.545,47.236
2011,5.993,-0.06,47.256,68.79,9.015,4.907,17.063,6.967,68.79
2012,7.295,2.99,33.0792,83.96,9.795,5.759,20.476,9.844,83.96
2013,8.606,5.27,73.8716,88.162,7.205,7.051,23.325,14.621,88.162
2014,4.548,-0.268,69.172,92.191,9.539,2.947,19.239,12.457,92.191
2015,3.07,-5.881,34.365,106.522,0.021,-0.089,22.102,4.232,106.522
2016,7.625,-1.063,51.765,114.402,4.005,4.538,24.355,2.975,114.402
2017,6.855,-9.344,66.4241,101.39,4.153,4.151,21.621,-6.308,101.39
2018,0.468,-5.664,45.8115,106.39,6.011,-2.214,20.12,-12.024,106.39
2009,18.974,10.035,175.8692,89.796,0.0,16.654,68.86,2.485,89.796
2010,21.598,10.266,199.8914,106.808,0.0,18.737,83.825,9.621,106.808
2011,13.079,5.049,99.7386,118.894,10.46,8.84,90.555,11.264,118.894
2012,15.76,5.446,94.6777,129.176,10.394,10.11,98.666,12.617,129.176
2013,12.723,3.485,84.3931,127.753,12.097,6.367,98.009,11.57,127.753
2014,16.833,6.716,77.087,118.555,11.853,10.706,90.134,13.75,118.555
2015,-1.262,-5.348,48.8445,96.113,11.567,-6.858,70.949,4.01,96.113
2016,-1.1,-6.275,63.2273,86.587,11.237,-6.186,60.539,-6.626,86.587
2017,-3.953,-12.161,27.6475,77.184,18.057,-8.595,52.23,-19.873,77.184
2010,201.376,83.38,1955.5161,1157.136,4.92,144.469,480.639,141.766,1157.136
2011,196.147,79.6,2083.553,1187.791,3.362,123.574,490.957,173.634,1187.791
2012,265.895,106.545,2830.6512,1284.016,3.058,181.504,570.519,271.25,1284.016
2013,345.203,142.382,4553.7773,1340.818,1.967,256.071,654.771,421.575,1340.818
2014,291.063,115.068,4820.8278,1555.594,0.0,184.113,656.211,530.151,1555.594
2015,421.927,254.701,6328.208,1621.562,0.0,300.805,760.156,781.991,1621.562
2016,288.169,7.634,1149.6256,658.198,1412.845,273.586,390.174,-912.941,658.198
2017,323.56,167.342,1685.6807,675.352,1240.431,313.264,403.601,-753.095,675.352
2018,322.496,288.862,1786.8137,696.651,1118.017,313.158,405.569,-466.707,696.651
2013,-3.428,-3.83,25.311,0.348,2.966,-3.473,-0.585,-13.146,0.348
2014,27.103,12.683,464.4628,184.325,87.0,12.16,135.029,-119.09,184.325
2015,32.533,-11.64,196.9022,231.991,104.281,12.125,165.068,-130.73,231.991
2010,7.092,3.455,146.0118,69.744,0.0,3.877,46.561,-52.822,69.744
2011,8.241,14.863,205.6165,80.353,0.0,3.775,53.006,-38.048,80.353
2010,1.73,-0.539,3.6225,12.232,2.5,1.051,2.707,-2.055,12.232
2011,2.679,1.377,1.0545,14.795,0.0,2.615,4.026,1.504,14.795
2012,2.612,0.799,0.6421,15.855,0.0,2.215,4.05,-0.258,15.855
2013,3.256,0.99,2.1404,18.358,0.0,2.374,4.906,0.732,18.358
2011,-0.784,-0.83,0.066,0.075,0.0,-0.784,-0.784,0.146,0.075
2010,36.566,25.689,93.4773,200.813,1.942,35.377,50.013,66.427,200.813
2011,43.642,31.191,67.5326,257.487,0.207,42.2,62.425,98.208,257.487
2012,31.21,21.051,7.6308,241.869,0.113,29.388,49.428,115.317,241.869
2010,28.02,-30.581,148.8123,402.154,107.295,1.05,65.438,-124.802,402.154
2011,37.197,-15.567,73.8617,432.321,127.5,10.862,84.593,-140.515,432.321
2012,34.645,-77.73,67.8243,437.596,161.054,8.176,80.802,-211.774,437.596
2013,42.334,-52.073,31.7951,471.933,177.553,22.076,84.557,-263.815,471.933
2012,-20.119,-25.414,93.0213,0.65,86.5,-20.564,0.569,-148.302,0.65
2010,-54.605,-52.981,1026.4302,43.857,0.393,-60.766,-54.605,-367.539,43.857
2011,-56.143,-64.852,1205.5705,65.871,0.422,-66.142,-56.143,-432.386,65.871
2012,-61.437,-72.624,1194.0362,150.245,0.308,-72.762,-61.437,-505.011,150.245
2013,-240.273,-272.812,1406.7257,22.881,177.806,-252.002,-240.273,-777.826,22.881
2014,-152.84,-189.618,2157.4084,76.436,164.909,-165.171,-152.84,-967.465,76.436
2015,-90.458,-142.669,1660.1632,149.555,353.89,-102.088,-90.458,-1110.201,149.555
2016,-30.779,-81.708,2249.3884,273.957,366.574,-45.339,-30.779,-1191.83,273.957
2017,-94.078,-116.937,2255.2455,298.276,396.091,-108.695,-94.078,-1308.839,298.276
2018,-88.041,-282.368,1599.7394,346.639,366.296,-102.264,-88.041,-1591.128,346.639
2010,40.684,1.662,326.937,176.795,119.971,31.05,66.005,42.064,176.795
2011,50.76,19.04,321.947,208.798,111.866,42.584,74.792,32.262,208.798
2012,27.886,6.012,318.4651,140.033,110.995,19.868,46.782,20.439,140.033
2013,46.858,11.639,373.7909,194.32,110.023,38.165,69.273,19.601,194.32
2014,86.222,39.961,477.5247,303.511,186.471,76.997,119.748,34.798,303.511
2015,93.457,44.176,471.7152,400.408,184.843,81.176,140.395,58.646,400.408
2016,92.248,39.009,757.1923,416.268,306.726,75.506,139.117,75.715,416.268
2017,87.885,55.324,853.9398,474.927,274.872,69.301,150.269,109.165,474.927
2018,92.466,43.905,814.7389,524.067,242.946,73.381,162.503,130.716,524.067
2010,0.612,0.384,18.966,6.729,0.0,0.396,1.849,0.763,6.729
2011,-1.256,-0.811,24.998,3.641,0.0,-1.498,1.36,-0.048,3.641
2012,0.893,0.375,36.3582,14.148,0.0,0.62,3.909,0.326,14.148
2013,-2.187,-2.516,97.0739,37.338,4.669,-2.882,3.595,-4.294,37.338
2014,2.315,0.373,75.5436,51.534,4.452,1.049,9.972,-3.485,51.534
2015,6.648,-3.163,65.6555,81.209,19.459,4.468,16.868,-10.075,81.209
2016,5.628,0.365,74.386,96.044,11.114,2.443,18.65,-10.404,96.044
2017,1.99,-11.822,74.617,75.374,1.096,-1.336,16.141,-21.974,75.374
2018,0.428,-4.725,79.1148,64.086,12.977,-3.011,14.754,-26.952,64.086
2014,92.378,-326.72,45.2196,464.723,0.0,-98.096,122.751,-1648.718,464.723
2015,-1426.083,-2239.643,1.3941,337.211,0.0,-1610.43,-1383.396,-3889.465,337.211
2010,58.331,20.584,518.7557,334.835,78.046,39.54,112.896,80.173,334.835
2011,76.361,27.214,615.0962,403.021,96.01,49.089,138.302,107.429,403.021
2012,64.352,13.001,400.2357,370.468,92.167,33.202,118.952,118.94,370.468
2013,38.256,-67.372,370.1148,305.101,77.249,5.931,88.235,51.995,305.101
2014,13.76,-146.404,242.5833,282.549,59.565,-12.337,66.739,-94.451,282.549
2015,-0.31,-20.008,287.7861,282.14,15.0,-19.177,49.005,-113.818,282.14
2016,-3.787,-19.42,161.7274,297.706,0.0,-18.874,41.83,-133.243,297.706
2017,3.154,-12.208,189.4681,299.785,0.0,-8.223,41.753,-145.496,299.785
2018,23.966,15.93,611.4542,404.358,0.0,16.199,66.178,-129.483,404.358
2010,25.501,38.934,256.7133,59.027,0.0,19.62,28.331,62.347,59.027
2011,26.89,39.908,96.175,74.288,55.692,23.497,30.414,106.521,74.288
2012,13.756,12.495,43.2981,78.913,36.431,11.963,16.961,121.561,78.913
2013,6.459,1.048,29.3582,66.686,0.0,5.119,9.548,124.898,66.686
2014,7.694,0.991,25.7676,50.268,29.244,6.715,9.971,126.396,50.268
2015,-1.652,-3.464,41.93,45.613,0.0,-3.1,14.087,124.007,45.613
2012,32.702,9.648,9.1091,137.372,20.3,28.371,105.592,61.87,137.372
2013,33.927,19.124,9.1091,151.793,5.0,28.567,117.343,83.757,151.793
2014,38.427,21.889,26.7679,175.086,7.436,32.411,136.184,104.76,175.086
2012,-2.287,-1.921,12.6389,21.353,0.846,-2.298,8.139,-2.18,21.353
2013,0.983,0.801,148.3673,25.99,0.0,0.972,9.69,-1.38,25.99
2014,-12.087,-13.852,20.282,15.28,0.119,-12.143,0.782,-15.232,15.28
2015,-11.182,1.801,5.5922,10.75,0.059,-11.644,2.736,-13.431,10.75
2016,-4.489,10.684,1.4214,10.565,0.0,-4.863,5.232,-2.747,10.565
2017,-9.925,-9.862,2.9349,12.961,0.01,-10.276,6.63,-12.608,12.961
2018,-2.606,-13.163,6.6624,14.647,1.128,-2.982,7.541,-25.734,14.647
2010,280.377,127.388,1543.3104,1905.814,366.157,215.315,743.386,51.957,1905.814
2011,337.292,140.697,1923.5147,2073.355,198.539,271.957,819.796,192.647,2073.355
2012,317.663,139.267,1566.4171,2148.069,198.843,251.563,808.739,331.901,2148.069
2013,282.259,116.539,1454.2911,2219.125,262.17,214.259,785.707,447.732,2219.125
2014,211.213,68.325,1102.6178,2165.481,270.427,136.913,735.254,513.728,2165.481
2015,282.03,116.513,1372.3014,2350.129,69.6,207.53,869.777,628.633,2350.129
2016,185.163,57.417,833.6259,2192.547,68.2,103.663,744.704,686.912,2192.547
2017,144.227,19.366,535.5335,2138.03,66.7,54.427,706.315,710.081,2138.03
2018,121.199,9.63,357.3472,2116.344,65.1,32.999,703.111,713.864,2116.344
2014,-6.271,-6.273,54.1505,0.112,0.5,-6.274,0.0,-14.515,0.112
2015,-3.544,-3.548,57.8687,0.23,0.5,-3.548,0.0,-18.064,0.23
2010,-0.063,-0.137,34.186,5.453,0.0,-0.181,3.688,-0.528,5.453
2011,-0.875,-0.979,39.2812,9.673,0.0,-0.993,5.039,-1.507,9.673
2012,-3.318,-3.607,40.2384,11.224,0.045,-3.611,4.767,-5.098,11.224
2013,-2.94,-3.209,38.8154,13.652,0.037,-3.292,7.061,-8.32,13.652
2014,-0.926,-1.306,11.9895,13.414,0.025,-1.213,8.42,-9.676,13.414
2015,-10.178,-10.743,57.9715,11.778,0.115,-10.274,6.496,-21.038,11.778
2017,-2.632,-3.042,21.2754,1.412,0.021,-2.701,-0.404,-38.277,1.412
2018,-2.467,-3.599,28.3395,6.162,0.287,-2.53,-0.13,-41.876,6.162
2012,-8.261,-18.953,11.6748,67.055,0.005,-8.736,14.803,-64.117,67.055
2013,-13.588,-17.718,75.3478,110.878,0.047,-14.297,33.902,-81.841,110.878
2014,-17.393,-13.832,111.52,177.389,0.146,-19.376,56.01,-95.725,177.389
2015,-25.572,-51.858,31.4389,166.858,6.282,-28.387,59.873,-147.689,166.858
2016,-3.401,-3.477,24.696,132.499,0.332,-5.528,46.702,-151.156,132.499
2017,-0.831,-10.973,9.5232,103.296,16.815,-2.291,33.286,-162.117,103.296
2011,-5.286,-11.078,72.4588,0.942,1.207,-5.862,0.348,-11.248,0.942
2012,-8.364,-10.813,3.7547,0.813,1.331,-8.76,-4.064,-22.061,0.813
2013,-1.456,-1.03,1.0502,0.958,0.0,-2.004,0.038,-23.091,0.958
2011,-1.708,-2.503,3.2748,6.28,0.722,-1.803,-1.708,-9.68,6.28
2012,-0.646,-0.999,33.182,4.811,0.263,-0.717,-0.646,-10.679,4.811
2013,0.521,0.078,0.73,5.255,1.762,0.422,0.521,-10.6,5.255
2014,-0.781,-1.264,0.3982,2.545,2.07,-0.825,-0.781,-11.865,2.545
2015,-0.712,-1.781,0.3399,3.101,0.065,-0.735,-0.712,-13.646,3.101
2016,-0.681,-1.471,0.2428,1.218,0.267,-0.703,-0.681,-15.117,1.218
2013,-0.473,-0.481,14.0256,0.641,0.754,-0.479,0.05,0.441,0.641
2014,-0.004,-0.073,4.1609,2.104,0.507,-0.013,0.283,0.323,2.104
2015,0.136,-0.132,136.7566,3.424,0.362,0.131,0.573,0.13,3.424
2016,-0.157,-0.314,766.818,2.667,0.434,-0.19,0.36,-0.269,2.667
2017,-0.156,-0.8,405.3984,0.03,0.0,-0.156,-0.156,-1.76,0.03
2018,0.006,0.0,167.52,0.12,0.0,0.006,0.006,-1.76,0.12
2010,82.416,42.232,2374.7392,363.888,0.0,74.828,244.396,69.658,363.888
2011,95.779,52.083,1106.4992,467.398,0.0,83.449,321.104,121.771,467.398
2012,90.271,47.219,439.139,546.285,0.0,72.14,372.041,169.066,546.285
2013,81.447,34.04,948.8844,573.621,0.0,54.348,383.577,202.953,573.621
2014,102.654,42.693,1047.9815,601.552,127.5,65.67,436.4,245.641,601.552
2015,114.173,38.415,829.2428,694.7,100.686,52.459,486.044,283.893,694.7
2016,125.09,41.6,1189.5812,718.774,79.72,62.609,492.924,325.527,718.774
2017,164.04,85.887,3081.4554,890.151,58.705,99.46,572.988,409.71,890.151
2018,196.503,118.703,4207.9598,1041.758,0.0,125.161,679.333,529.006,1041.758
2010,80.535,-29.695,2501.5488,128.927,0.0,30.736,100.577,-92.845,128.927
2011,231.365,79.39,2689.6905,330.422,800.0,152.774,262.485,-13.455,330.422
2012,487.308,153.388,2967.0354,686.668,1200.0,276.993,547.748,139.933,686.668
2013,814.621,227.959,4729.879,1141.999,2535.57,506.398,890.191,367.892,1141.999
